"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"FBgn0031566",503.901362347109,0.257817194831612,0.120536113651773,2.13892075180424,0.0324420870850507,0.195663399136867
"FBgn0032252",110.112859858025,0.407975542136112,0.190843672316961,2.13774728385298,0.0325372596170699,0.196095301805122
"FBgn0037659",2140.01246945237,-0.218006108922884,0.102002298217153,-2.13726663745134,0.0325763107757021,0.196188592319948
"FBgn0031184",83.9855328475647,0.447465387473067,0.209600292795503,2.13485096564076,0.0327731856993229,0.197231543438514
"FBgn0037632",7133.49028064761,0.282185030422109,0.132211201723624,2.13435039348626,0.0328141090330483,0.197335136909004
"FBgn0003655",155.827794588799,-0.384107020556845,0.180015202689295,-2.13374767696599,0.0328634410365812,0.197489111731022
"FBgn0036277",318.926856797796,0.332006424553075,0.155777637540242,2.13128424461636,0.0330657322487034,0.198561392139941
"FBgn0038588",147.17699528587,0.34866866809764,0.163725485320326,2.12959312605167,0.033205219057282,0.199000250719403
"FBgn0035986",660.94504365294,0.224996359829227,0.10565370017759,2.12956441138396,0.0332075918410316,0.199000250719403
"FBgn0030056",1422.22434232469,0.227011672181558,0.106607586418892,2.12941386075061,0.0332200346905515,0.199000250719403
"FBgn0039354",43.6916154906041,-0.654170617408029,0.30723205413824,-2.12923947419133,0.0332344525411474,0.199000250719403
"FBgn0043806",1461.25963234831,0.249723962858686,0.117371096610194,2.12764445481884,0.033366573463854,0.199647728928581
"FBgn0086689",1442.55440581079,-0.195604917089362,0.0919476361410696,-2.12735123270877,0.0333909108939655,0.199649821386835
"FBgn0039019",263.995529988447,0.337147909988318,0.158513180599212,2.12693927857501,0.0334251287365261,0.199695934403712
"FBgn0038829",731.480038640203,0.29892600516682,0.140559880039819,2.12668085005577,0.0334466097030848,0.199695934403712
"FBgn0259226",23.7288951566154,-0.859225243579314,0.404338791342205,-2.12501313744128,0.0335855166982112,0.200381545146388
"FBgn0035877",304.196561996059,-0.364941135158615,0.171858281220014,-2.12350043633577,0.0337119389712977,0.200991739296641
"FBgn0000279",98.3131469190713,0.489264706795273,0.230590501637229,2.12179037437109,0.0338553453202434,0.201702247029625
"FBgn0260990",3921.29698609612,-0.211831915629172,0.0999453294079941,-2.1194778874002,0.0340501005821548,0.202717444309924
"FBgn0014141",23276.0644907403,-0.353609148400187,0.166902811243634,-2.11865303984611,0.0341197997314936,0.202987200261059
"FBgn0026369",1439.88655619075,-0.21182037751659,0.100009220215551,-2.11800849021772,0.0341743486515639,0.203166502733547
"FBgn0033357",455.837683870354,0.329013254348543,0.155465450410218,2.11631107413507,0.0343183595119596,0.203877020855132
"FBgn0035410",329.34476342844,0.352622039181707,0.166742274841384,2.11477287039021,0.0344493101819056,0.204250861610425
"FBgn0025701",3925.14325555393,-0.221506612977507,0.104747778911684,-2.11466644237168,0.0344583864028529,0.204250861610425
"FBgn0001090",41.4414495139348,0.644279848548526,0.304698453186537,2.11448348953087,0.0344739934636656,0.204250861610425
"FBgn0030196",247.173440858913,0.312368011304194,0.147743583461054,2.11425771587933,0.0344932617411018,0.204250861610425
"FBgn0038416",41.8449678059846,0.866383316852005,0.409805677046916,2.11413205179395,0.0345039903189064,0.204250861610425
"FBgn0035236",2096.6055611002,-0.269650586409081,0.127583315919193,-2.11352545955044,0.0345558182650549,0.204412278194777
"FBgn0086367",10.6318507394192,1.36101097527542,0.644191006284655,2.11274445311647,0.0346226462849109,0.204662134253774
"FBgn0051326",20.4294606942973,-0.899360940506553,0.42581643382741,-2.112086028298,0.0346790711526719,0.204850183962873
"FBgn0051675",38.4194335700897,-0.763164176283121,0.361469685690165,-2.11128126782191,0.0347481431578563,0.205112620923998
"FBgn0030433",493.039604596941,0.364971625186197,0.172925773888875,2.11056811820738,0.0348094504275061,0.205328884413985
"FBgn0052428",297.162826185434,-0.291061429772317,0.137937145776654,-2.11010187381722,0.0348495819338428,0.205420021554797
"FBgn0036974",2188.33005980791,-0.198069682887677,0.0938957312096722,-2.10946419326967,0.0349045335960751,0.205485834985299
"FBgn0031814",746.141238965804,0.307164766856703,0.145617171054265,2.10939935608442,0.0349101250353493,0.205485834985299
"FBgn0039505",289.736857473475,0.304293012978312,0.144280426656104,2.10903876589998,0.0349412356240133,0.205523607136864
"FBgn0000412",2799.14541301722,0.233856935185638,0.110933824836069,2.10807601316566,0.0350244149025512,0.205867376577637
"FBgn0033763",77.5040900788733,-0.528980365766693,0.251085743816132,-2.10677180522866,0.0351373645718868,0.20638552246423
"FBgn0031490",952.040407658303,0.316110710771497,0.150161372964305,2.10513998727649,0.0352791243455713,0.206991307377168
"FBgn0015774",134.764786983499,0.384916097383413,0.182856937350667,2.10501227331208,0.0352902397174338,0.206991307377168
"FBgn0036124",719.812265204421,-0.232916761474283,0.110672691372313,-2.10455495918799,0.035330065804745,0.207078970206263
"FBgn0036116",27.9229461027924,-0.797510535886273,0.379092171546605,-2.10373781297731,0.0354013240670766,0.207350612392877
"FBgn0024291",953.260602389698,-0.250160976549219,0.118945379028604,-2.10315842945914,0.0354519227898571,0.207500951744009
"FBgn0037702",4170.05689735931,-0.195932022909762,0.0931917429111109,-2.10246119226086,0.0355128957099296,0.207711757550066
"FBgn0035148",993.860796455406,0.309176073492512,0.147146990994867,2.10113758631529,0.035628890308785,0.20812677883716
"FBgn0035540",224.190813278978,-0.333433688796994,0.158701477062775,-2.10101188072184,0.0356399233414751,0.20812677883716
"FBgn0261067",196.869271895391,-0.373866523473785,0.177964214810179,-2.10079607224722,0.0356588713951447,0.20812677883716
"FBgn0083969",2069.08738930275,-0.217059328435488,0.103354956944467,-2.10013467038755,0.0357169962248298,0.208319943643489
"FBgn0250818",1064.37162344699,-0.508758754695667,0.242444610482753,-2.09845355474239,0.035865098648988,0.20898555011066
"FBgn0261565",619.657771266688,-0.296789896417422,0.141461566748268,-2.09802494938828,0.0359029414691124,0.20898555011066
"FBgn0013305",3221.14760791746,-0.244233643394269,0.116413420043851,-2.09798529501385,0.035906444390033,0.20898555011066
"FBgn0051832",1.62333547131984,3.47324993617455,1.65564553588566,2.09782218530043,0.0359208559644477,NA
"FBgn0038975",11.5949255291317,-1.15990489168123,0.553025741470657,-2.09737956970448,0.0359599881629247,0.209150930454243
"FBgn0034011",44.2339779258096,-0.601044821388833,0.286677653870644,-2.09658762471957,0.0360300957176239,0.209290790408197
"FBgn0040251",376.063125559536,0.378108969087981,0.180349047654175,2.09653987091197,0.0360343268839296,0.209290790408197
"FBgn0032938",1528.49292591735,0.277700234741045,0.132509772144038,2.0956962663794,0.0361091432823086,0.209579079176189
"FBgn0036145",23.4646060748483,-0.91713254772602,0.437690765366628,-2.09538930289697,0.0361363996636217,0.209591118049006
"FBgn0035023",1138.68812319788,-0.419552734490438,0.200296425780235,-2.09465911763583,0.0362013059048656,0.20982135727451
"FBgn0031799",719.757560798725,-0.252151793818941,0.120424535353355,-2.09385731137817,0.0362726929925495,0.210088812649262
"FBgn0086600",1.88441009910492,3.104015117781,1.48400405913405,2.0916486708212,0.0364699552828542,NA
"FBgn0035241",46.9440495270295,-0.641880046383602,0.306896880981206,-2.09151700835601,0.0364817433861558,0.211152677470775
"FBgn0038951",118.758756555602,0.431090775273211,0.206182437758289,2.09082199221344,0.0365440239155892,0.21136616473207
"FBgn0260400",212.33427500369,0.345326814767983,0.165211486849286,2.09021068300782,0.0365988783109079,0.211503390800692
"FBgn0037238",20.5912474624234,-0.935969128899282,0.447833964533147,-2.08999138748889,0.0366185733682323,0.211503390800692
"FBgn0027550",223.095146698422,-0.38831178947782,0.185956416151969,-2.08818710057566,0.0367809604533981,0.212293990189759
"FBgn0053641",21.7802523600425,1.024701657586,0.490976991155552,2.08706655514402,0.0368821187694341,0.21273033577131
"FBgn0000497",2.24832096409629,-3.48635673883479,1.67081039342473,-2.0866261980144,0.0369219372376694,NA
"FBgn0038989",397.990412163446,-0.256046126864456,0.122730438245733,-2.08624796362086,0.0369561675957464,0.212888342145573
"FBgn0033809",315.423117775957,0.342955877421028,0.164392755737031,2.08619823838,0.036960669758543,0.212888342145573
"FBgn0033353",34.4667975359309,-0.726521912316063,0.348318170818439,-2.08579963143744,0.0369967768294554,0.212898871559114
"FBgn0010501",214.808550023531,0.312732096245368,0.14994729942509,2.08561339513555,0.0370136569921948,0.212898871559114
"FBgn0030629",137.913986961469,0.4710217929047,0.226200141250207,2.08232315992981,0.0373129618354503,0.214472224693683
"FBgn0020303",197.832883675512,-0.432723197361669,0.207840528367118,-2.08199623413837,0.037342813701971,0.214495678703592
"FBgn0040773",882.067684879602,0.305953089817066,0.14712023903606,2.079612511655,0.0375610884606212,0.215600647763966
"FBgn0039156",426.447169964347,-0.258426458984553,0.124317005157494,-2.07876998530619,0.037638496880455,0.215896078246745
"FBgn0005427",409.910519447404,0.307395962671808,0.148125063300379,2.07524611853463,0.037963730358517,0.217611658246513
"FBgn0086377",902.978154531079,-0.272338510418994,0.131254445918532,-2.07488979526096,0.0379967497015702,0.217651030809476
"FBgn0036640",267.199745065626,0.297536028866116,0.143566997124057,2.07245421877156,0.0382231015014232,0.218651598217196
"FBgn0028970",460.588938165135,-0.431864345408807,0.208383990692222,-2.07244493194614,0.0382239667675142,0.218651598217196
"FBgn0037548",139.651605470368,-0.455100797596076,0.219686506597393,-2.07159194547216,0.0383035117144679,0.2189561318678
"FBgn0022085",4676.15713317302,-0.252743840935081,0.122044018727971,-2.07092361894795,0.0383659345505454,0.219123862466073
"FBgn0038780",1960.55286479087,-0.436953705429807,0.211015937266681,-2.07071423651563,0.0383855090082344,0.219123862466073
"FBgn0050044",40.8889457501406,-0.59750796806054,0.288678096708289,-2.06980707879727,0.0384704142209602,0.219447222693424
"FBgn0034259",935.7869308691,0.303422027097563,0.146612850895496,2.06954591800305,0.038494887075862,0.219447222693424
"FBgn0033183",1096.61304174313,0.264560297427181,0.127864358331464,2.06906991814997,0.03853952610611,0.21945795161168
"FBgn0001624",5946.73038544913,-0.205096082198844,0.0991298658617267,-2.06896358041003,0.0385495044162293,0.21945795161168
"FBgn0038146",995.712100587912,-0.253723881024612,0.122678050802606,-2.06820926290119,0.0386203496159964,0.219566547005092
"FBgn0015040",208.850958573848,0.660593650571909,0.319405310086939,2.06819871088587,0.0386213414412417,0.219566547005092
"FBgn0031568",36.8073017122131,-0.6774762452176,0.327791320868799,-2.06679128483931,0.0387538250527114,0.220136830119091
"FBgn0040322",658.262933840944,-0.248472237507449,0.12024696139036,-2.06634940820524,0.0387954992809574,0.220136830119091
"FBgn0032748",1773.82748833149,-0.214072860100023,0.103602468978337,-2.06629110494255,0.0388010008151755,0.220136830119091
"FBgn0029728",3.12261071078473,2.8528703344771,1.38221732139209,2.06398103273938,0.0390195147837037,NA
"FBgn0022893",14856.254863998,0.213168303696663,0.103405173614907,2.0614858642424,0.0392567106860096,0.222434418135378
"FBgn0011692",1950.44037997818,0.210315423194222,0.102022685655256,2.06145742825176,0.0392594209108339,0.222434418135378
"FBgn0033277",14.9116845093316,-1.32509834343271,0.642970860224295,-2.06089952967769,0.0393126261838018,0.222584345393049
"FBgn0013770",30576.6322532279,-0.292410385657781,0.141908012439904,-2.06056290008017,0.039344759240419,0.222614841031956
"FBgn0086370",1334.95784173999,-0.185806201670045,0.090186822009417,-2.06023671230641,0.039375916840217,0.222639779796961
"FBgn0034938",226.223402877808,0.325972554854434,0.158316241452664,2.05899629667434,0.0394945932533567,0.223159198674601
"FBgn0026873",466.287378565305,0.255264564335011,0.12400852875352,2.05844361594174,0.0395475685263318,0.223306928659878
"FBgn0031157",367.032912339215,0.282242157459276,0.137240193577937,2.05655610139455,0.0397289445728913,0.224178986901813
"FBgn0260484",166.651153299401,0.616967727005552,0.300049819452426,2.05621762456476,0.0397615441996111,0.224210929792252
"FBgn0261388",12.271686651823,1.14139756300013,0.555237697028382,2.05569176788403,0.0398122359170732,0.224344779646446
"FBgn0259984",6960.1432985957,0.266471506080799,0.129694839782933,2.05460376470478,0.0399172917535957,0.224784586782934
"FBgn0037972",5.99876256244218,1.58605705982998,0.771986522423821,2.05451392447916,0.0399259770840457,NA
"FBgn0051619",3995.25223710467,0.226860227128321,0.110505242182686,2.05293633720361,0.0400787522661297,0.225541213732926
"FBgn0031397",22.2000861999048,-0.820286024446731,0.399809708164597,-2.05169111128494,0.0401996911464587,0.22596939461444
"FBgn0039305",151.965817929907,0.447645654283047,0.218214969607136,2.05139755118069,0.0402282473440252,0.22596939461444
"FBgn0085453",125.483379765008,0.411583189155351,0.200643591414064,2.05131490248286,0.0402362901380032,0.22596939461444
"FBgn0039636",808.079711005343,-0.245283647411917,0.119616662762614,-2.0505809286679,0.0403077751922731,0.22621821505414
"FBgn0035149",2005.19283007841,0.203829368709173,0.0994559427973389,2.04944383388447,0.0404187346946406,0.226688092226074
"FBgn0038324",224.033390075856,0.361575316803418,0.176624619544771,2.0471399612089,0.0406443443378072,0.227772311520646
"FBgn0034579",123.751287126516,0.407918754371871,0.199286806181625,2.04689292877775,0.0406685985456258,0.227772311520646
"FBgn0041171",2412.85923716543,-0.234225291397345,0.114444218620691,-2.0466327982338,0.0406941520162443,0.227772311520646
"FBgn0039075",4.66223226878823,-1.84305054235962,0.900713393661916,-2.0462119863307,0.0407355185551453,NA
"FBgn0039846",575.469708287255,-0.250423488126151,0.122396867480712,-2.04599589254696,0.0407567747948513,0.227969513855879
"FBgn0035041",3.70225871602401,1.95242627682397,0.954286774376986,2.04595340650994,0.0407609550738721,NA
"FBgn0004858",39.0741479932847,-0.621830416491063,0.304079557297454,-2.0449596218097,0.040858839081942,0.228386915835462
"FBgn0051184",304.937369812379,0.310555284436,0.152092450848779,2.04188493710826,0.0411629462698297,0.229932350203888
"FBgn0035526",1369.45698841189,-0.196285078002785,0.0961438648709211,-2.04157673780131,0.0411935347333206,0.229948886375203
"FBgn0029996",1315.48057414788,-0.339830959133455,0.166488998219161,-2.04116165493478,0.0412347617073195,0.230024746441032
"FBgn0010473",28.096029269142,-0.7435976826121,0.364453012904698,-2.04031152516922,0.041319307628347,0.230341994233578
"FBgn0023169",843.044986999351,-0.300142756328202,0.147315834801812,-2.03741000912761,0.0416089716754538,0.231660890817538
"FBgn0032621",1348.41582095065,-0.252742122915489,0.124052267903541,-2.03738413804746,0.0416115621497319,0.231660890817538
"FBgn0038721",806.765891510192,-0.331592143562158,0.162792074627228,-2.03690593858122,0.0416594689116882,0.231772566679131
"FBgn0033466",682.52236523168,-0.247956034160656,0.121821643752601,-2.03540213809798,0.0418104263826895,0.23245703325526
"FBgn0259938",1065.70560650242,-0.300034545577432,0.147468376950828,-2.03456871080554,0.0418942883638567,0.232689608436378
"FBgn0014931",268.328807285897,-0.350745072907706,0.172404518413819,-2.0344308614106,0.0419081728999316,0.232689608436378
"FBgn0259834",336.887283205612,-0.257592279113843,0.126667251722638,-2.03361386317824,0.0419905429730581,0.232991526109842
"FBgn0061200",3993.25954198575,-0.208647643704709,0.10262387150002,-2.03312972561815,0.0420394185260297,0.233107315384507
"FBgn0031664",443.057766331868,0.297058938935736,0.146276491597451,2.03080437390607,0.0422748431719134,0.234234191868832
"FBgn0053126",5.77806721833627,-1.62959962518795,0.802465451234118,-2.03074116484613,0.0422812581608389,NA
"FBgn0027334",489.331129859571,-0.291666484618343,0.143654557773301,-2.03033227166114,0.0423227759897614,0.234234191868832
"FBgn0036913",1840.63303215732,-0.239650640695229,0.118037641670681,-2.03028997617423,0.0423270725184097,0.234234191868832
"FBgn0030300",110.271497567901,-0.3902190325168,0.192257222739395,-2.02967163967485,0.0423899275169695,0.234426157291519
"FBgn0051549",541.608687384433,0.361078971544763,0.177948103377453,2.02912514767782,0.0424455451020396,0.234446176608763
"FBgn0046214",3273.67707325377,0.305527819368281,0.15057854959647,2.02902618060178,0.0424556237775157,0.234446176608763
"FBgn0003892",827.999568819306,-0.24892470887695,0.122731679122153,-2.02820258516303,0.0425395761811737,0.234446176608763
"FBgn0031758",33.1843015140536,0.713895534673371,0.351991141797314,2.02816335385068,0.0425435786876382,0.234446176608763
"FBgn0031878",1914.40159241417,0.19165033735781,0.0945000599338374,2.02804461173878,0.0425556950861176,0.234446176608763
"FBgn0026592",17.7028781346638,-0.907616664309279,0.447640763595795,-2.02755588436273,0.0426055953642301,0.234446176608763
"FBgn0010741",1072.55193590689,0.240255803490146,0.118500968977753,2.02745855635367,0.0426155387013926,0.234446176608763
"FBgn0031815",625.271932431492,-0.256993279002128,0.126763497548071,-2.02734449563977,0.0426271940019489,0.234446176608763
"FBgn0031771",1792.13051188336,-0.237615241342787,0.117216401688603,-2.0271501080031,0.0426470637252995,0.234446176608763
"FBgn0026761",1236.88493642644,-0.223089086890738,0.110069585165812,-2.02680046949092,0.0426828224415644,0.234487875367089
"FBgn0034964",2085.20735571032,-0.210615189573088,0.104091898711114,-2.02335813046901,0.0430362376382518,0.236001210715573
"FBgn0003396",3745.86782218303,-0.302677576478543,0.149596464771051,-2.02329364495193,0.0430428817132583,0.236001210715573
"FBgn0032202",475.714739772309,-0.417528752465581,0.206361394938824,-2.023289058447,0.0430433543032848,0.236001210715573
"FBgn0034494",3048.86418065576,-0.315765015401517,0.156154793055632,-2.02212823072951,0.043163106223299,0.236501996771901
"FBgn0039352",463.844903649124,-0.397632804544992,0.196785632399098,-2.02063941202048,0.0433171059653585,0.237189653256368
"FBgn0032780",85.1486623081813,-0.794607248422798,0.393429568904705,-2.01969376789589,0.0434151619458605,0.237465964628345
"FBgn0063494",1669.23033096335,0.320859511306265,0.158888559654202,2.01939971011487,0.0434456916594386,0.237465964628345
"FBgn0001098",495.639000022685,-0.278643954153493,0.137988471176132,-2.01932778715857,0.0434531616158801,0.237465964628345
"FBgn0038629",7.26626199810738,1.31858089467799,0.65385338925569,2.01663081716069,0.0437340545404337,0.238764522991854
"FBgn0259143",490.211040953579,-0.354742907289676,0.17592047783486,-2.016495814789,0.0437481554202304,0.238764522991854
"FBgn0031972",345.030327758263,-0.313904528729125,0.155867222697826,-2.01392264066756,0.044017656085432,0.240077949933847
"FBgn0024992",1852.75729071057,0.275508300290134,0.136863222652672,2.01301923884484,0.0441126054342828,0.240329518673485
"FBgn0034312",459.211606505965,0.251389722114067,0.12488719073671,2.01293439808453,0.0441215312427112,0.240329518673485
"FBgn0039844",582.557793389676,0.399989052555612,0.198836193427004,2.01165112679777,0.0442567258891078,0.240795668183949
"FBgn0037470",880.868605922136,0.228615823274873,0.113650277161659,2.01157294979302,0.0442649732453973,0.240795668183949
"FBgn0052170",68.7953629747426,-0.55873294111487,0.277845507731833,-2.01094826285311,0.0443309217834697,0.240996905293154
"FBgn0033717",5737.45896319272,-0.245255165825339,0.122060686242026,-2.00928876754829,0.0445065184285504,0.241793572376518
"FBgn0031696",1013.79189413818,-0.200940332602034,0.100037144569418,-2.00865721894527,0.0445734986489065,0.241999497230821
"FBgn0026088",448.567885178053,0.282732524153168,0.140821771149069,2.00773305040935,0.0446716665568582,0.242229322662335
"FBgn0026323",1526.62931318598,-0.248512338901761,0.123778954823271,-2.00771075548813,0.0446740370403322,0.242229322662335
"FBgn0027108",458.08393309375,-0.327481283035897,0.163150430098824,-2.00723518067059,0.0447246272985154,0.242345750654651
"FBgn0039731",112.984119500525,0.380216022291685,0.189493691792186,2.0064837974061,0.0448046557387681,0.242621437679744
"FBgn0033733",5.08819517028471,1.71596955431294,0.855552737756046,2.00568530563482,0.0448898339595173,NA
"FBgn0030716",804.381569537528,0.246099847264834,0.122701708588855,2.00567579779559,0.0448908490198486,0.242874370006904
"FBgn0026409",8749.24635779689,-0.284032705069159,0.1416269486896,-2.00549900776063,0.0449097267140005,0.242874370006904
"FBgn0053642",19.5317896809721,0.952763421580081,0.475280729210823,2.00463297378392,0.0450022988389559,0.243125613494128
"FBgn0001987",584.851350080881,0.287718704987131,0.143541942558367,2.00442253921803,0.045024816898722,0.243125613494128
"FBgn0030001",43.1938453579495,0.656927013572858,0.327767812799115,2.00424504152115,0.0450438178550937,0.243125613494128
"FBgn0051304",809.251774679602,0.270227659184104,0.134913926808043,2.00296341213599,0.0451812157981671,0.2437091763371
"FBgn0002578",3.07776280774498,2.10838693509396,1.05346094829308,2.00139069085587,0.0453503031036503,NA
"FBgn0028500",1308.81015747115,-0.196569216763373,0.0982627906161164,-2.00044406973246,0.0454523336773341,0.244994506770487
"FBgn0015806",5031.6134405261,-0.23440363495023,0.117189937205208,-2.00020275238966,0.0454783747399257,0.244994506770487
"FBgn0034200",100.818305159196,0.559893779861564,0.280188681412141,1.99827408102183,0.0456869538977087,0.245958937445426
"FBgn0030653",208.226680265469,0.428915417741099,0.214680036567625,1.997928752942,0.0457243848868176,0.246001328644462
"FBgn0036211",720.563750269907,-0.240286605657273,0.120341062500086,-1.9967133467606,0.0458563314147178,0.246547472928968
"FBgn0043070",1084.88746029899,0.249312995198651,0.124878259182114,1.99644835563467,0.045885141843923,0.246547472928968
"FBgn0030723",34.6868270878762,0.626216707357278,0.313774332174827,1.9957550479571,0.0459605919495377,0.246793552771614
"FBgn0040080",1985.72817090927,0.178003953695412,0.0892329423638095,1.99482331278146,0.046062153794869,0.247163283211506
"FBgn0035975",129.774388715921,0.36631212469298,0.183653876512747,1.99457877856205,0.0460888400269443,0.247163283211506
"FBgn0015790",5338.82663699572,-0.239817954939385,0.120296493715633,-1.99355731436601,0.0462004541344225,0.247456288039376
"FBgn0031255",32.5671109444039,-0.705914066203422,0.354101740306831,-1.99353458582763,0.0462029402394798,0.247456288039376
"FBgn0004551",8055.91878154746,-0.212458860459336,0.106653016012356,-1.99205675003811,0.0463648316205024,0.248163661464593
"FBgn0040751",46.1416956589144,0.55852482179796,0.28050874903903,1.99111373071735,0.0464683852505755,0.248336355740256
"FBgn0038364",3739.34322599938,-0.223154623165918,0.11207659633404,-1.99109029418429,0.0464709613105298,0.248336355740256
"FBgn0028703",559.14547158937,-0.255214983454656,0.128194852529517,-1.9908364370238,0.0464988720862922,0.248336355740256
"FBgn0039680",1411.87013850853,0.208094636503512,0.104534623951573,1.99067666422098,0.0465164458247097,0.248336355740256
"FBgn0025698",4190.79399246152,-0.183488129554173,0.0921915486048935,-1.99029230261171,0.0465587454499525,0.24834096793623
"FBgn0034786",606.700304693638,-0.255247340578505,0.128268541893189,-1.98994497646237,0.0465969971043923,0.24834096793623
"FBgn0037490",56.523756556777,0.565472369021968,0.284180724760349,1.98983365074754,0.0466092632021989,0.24834096793623
"FBgn0031844",53.6610639824649,0.529394470449656,0.266106286656643,1.98940985987578,0.0466559822244977,0.24834096793623
"FBgn0036804",178.753731413643,0.347651124035556,0.174759256339789,1.98931450795149,0.0466664993214302,0.24834096793623
"FBgn0032798",81.6660521600684,0.481563723066461,0.242419592310268,1.9864884619149,0.0469791127348246,0.249744079439104
"FBgn0030505",1701.96892076601,-0.265146564744935,0.133489855585585,-1.98626752259044,0.0470036268235719,0.249744079439104
"FBgn0034054",117.623984048185,0.384942871671842,0.193816681345108,1.9861183722696,0.0470201817230658,0.249744079439104
"FBgn0051658",196.76782368808,0.370163006612488,0.186468484002003,1.98512369848254,0.0471307107475851,0.250073790157897
"FBgn0037779",325.357298887001,-0.283164580781218,0.14266099002386,-1.98487744080465,0.0471581088425149,0.250073790157897
"FBgn0032793",367.043183182691,0.303838724344563,0.15308671919664,1.98474907515839,0.0471723958365852,0.250073790157897
"FBgn0026433",358.372907221595,0.304433507274777,0.153492036740797,1.98338307145456,0.0473246565902336,0.250592783186835
"FBgn0041203",1885.0707756248,-0.251242176236233,0.126679425620727,-1.98329109091828,0.0473349239781664,0.250592783186835
"FBgn0039500",20.2926571435342,-0.979020980942707,0.493691823741634,-1.98306095799363,0.047360620924293,0.250592783186835
"FBgn0037518",202.185238932393,0.310550076332503,0.156719746610736,1.98156316002637,0.047528153808934,0.251319456259058
"FBgn0045842",1879.59829149564,-0.190631352519602,0.0962955724093413,-1.97964815774967,0.0477430776626102,0.25229564151486
"FBgn0031895",76.9722746934855,0.451466721446588,0.228125166225586,1.97903076156073,0.0478125429582618,0.252502408021328
"FBgn0031412",5.45528817909159,1.92751272708365,0.974924791037957,1.9770886378133,0.048031611878769,NA
"FBgn0031389",1986.94795447414,-0.454406790294588,0.229894903938988,-1.97658487643199,0.0480885730370633,0.253799108045325
"FBgn0033677",164.096274836633,0.340657038504301,0.172501829234104,1.97480247030884,0.0482905686080305,0.254703677138554
"FBgn0010041",91.0068589850859,0.425147793383124,0.215317421182161,1.97451646526755,0.0483230471001044,0.254713566190101
"FBgn0038012",2.47787136585856,2.50782711938173,1.27081408406079,1.97340205057231,0.0484497741842375,NA
"FBgn0086758",5537.78459642306,-0.397156462642456,0.201270189513266,-1.97325030399636,0.0484670518110229,0.2553109317868
"FBgn0024308",24310.3519081797,-0.326914987086056,0.16572987695281,-1.97257726305524,0.0485437455799005,0.255553190677743
"FBgn0038363",114.251440558571,0.493184832866805,0.250063595622101,1.97223762875149,0.04858248596337,0.255595468187818
"FBgn0025519",556.343226435648,0.220718429165706,0.111950907686559,1.97156444486967,0.0486593494057506,0.255794510811134
"FBgn0028485",963.304186076184,-0.269980229738474,0.136950693517621,-1.9713681092366,0.0486817860296571,0.255794510811134
"FBgn0004606",13464.6970843233,-0.334822132754964,0.169887048291861,-1.97085143406429,0.0487408715680457,0.255943390574665
"FBgn0015380",4.57572543436479,1.72977623751512,0.878286512391176,1.96948969739467,0.0488968845104631,NA
"FBgn0032587",2447.13411103985,-0.272043452825786,0.13814772478885,-1.96922137691075,0.0489276751318054,0.256762320379582
"FBgn0038428",474.129326884077,0.267279669003859,0.136194689421954,1.96248231218312,0.0497063579210405,0.260684320716333
"FBgn0035016",1297.97148889886,-0.2576933599061,0.131406148704296,-1.96104491644442,0.0498737834909561,0.261397670022184
"FBgn0053969",346.487897814781,0.325714677448522,0.166201143699492,1.95976194987831,0.0500236205359855,0.26201799478981
"FBgn0015014",958.950709409303,0.223713718049872,0.114172323655564,1.95943912576197,0.0500613823797742,0.26205087141312
"FBgn0030079",2558.07394170198,0.341430501877082,0.174383335456549,1.95793079070997,0.0502381343126454,0.26281080570971
"FBgn0035524",548.50427200907,-0.283675203835876,0.145019474892466,-1.95611799067832,0.0504512562994328,0.263576996559179
"FBgn0034853",694.23160495582,-0.207304209729023,0.105989381911565,-1.95589601514983,0.0504774048588353,0.263576996559179
"FBgn0038659",873.454010523924,-0.23374964556242,0.1195158156491,-1.95580513167154,0.0504881141440601,0.263576996559179
"FBgn0031421",278.663695629667,0.280206411861603,0.143296167339562,1.95543549463966,0.050531690067714,0.263576996559179
"FBgn0038952",195.761233845787,0.53480308045196,0.273508980367688,1.95534011253673,0.0505429396261504,0.263576996559179
"FBgn0037963",1084.20141731324,0.222206797998534,0.113695521919646,1.95440237440115,0.0506536501274976,0.263988150301368
"FBgn0029131",1344.50450194193,-0.259152358173706,0.132631228791275,-1.95393166854798,0.0507092987699386,0.263988150301368
"FBgn0039694",94.7411574935797,-0.416696108720569,0.213267374672158,-1.95386710865236,0.0507169352795731,0.263988150301368
"FBgn0032693",66.9132727897279,-0.67984633906303,0.348032392489572,-1.95339960800746,0.0507722626511778,0.264110963778595
"FBgn0024248",884.510302346757,-0.324597639037408,0.166214703384682,-1.95288161893938,0.0508336242178232,0.26419580445439
"FBgn0003227",232.332878747101,0.283487185802021,0.145175088420198,1.95272611084271,0.0508520580002323,0.26419580445439
"FBgn0037170",3.14040918081045,2.45147992884535,1.25598115965704,1.95184450817299,0.050956668218956,NA
"FBgn0050104",14.8350440660469,-0.996573622188325,0.511135212618711,-1.94972601688417,0.0512087836544158,0.265717862147876
"FBgn0011289",1944.42334408077,-0.18636593375039,0.095585740682274,-1.949725266762,0.0512088731088782,0.265717862147876
"FBgn0029986",20.1221838554008,0.777830628264153,0.399147980111179,1.9487274570386,0.0513279809914607,0.266169959994971
